,id,scholar_id,title,abstract,bib_id,journal,number,pages,pub_type,pub_year,publisher,venue,volume,num_citations,gsrank,citedby_url,eprint_url,pub_url,url_add_sclib,url_related_articles,url_scholarbib,search_term,depth,fetched_citations
197,198,5XjAuZV35p0J,Modern machine-learning can support diagnostic differentiation of central and peripheral acute vestibular disorders,"syndrome (AVS), defined by the presence of spontaneous nystagmus) and 68 patients with  peripheral AVS due to vestibular neuritis were recruited in the emergency department, in the",ahmadi2020modern,Journal of neurology,1,143--152,article,2020.0,Springer,Journal of …,267.0,18,216,"/scholar?cites=11377912993548368101&as_sdt=5,33&sciodt=1,33&hl=en",https://link.springer.com/article/10.1007/s00415-020-09931-z,https://link.springer.com/article/10.1007/s00415-020-09931-z,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D210%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=5XjAuZV35p0J&ei=O6c0Y-65NojaygS29LHABw&json=","/scholar?q=related:5XjAuZV35p0J:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:5XjAuZV35p0J:scholar.google.com/&output=cite&scirp=215&hl=en,"""emergency department"" machine learning",0,0
198,199,3uNp2h9S3QMJ,A novel 29-messenger RNA host-response assay from whole blood accurately identifies bacterial and viral infections in patients presenting to the emergency department with suspected infections: A prospective observational study,"The assay measures 29 host mRNAs from peripheral blood and incorporates advanced  machine learning to calculate three scores for predicting: 1) the likelihood of bacterial infection, 2",bauer2021novel,Critical care medicine,10,1664,article,2021.0,Wolters Kluwer Health,Critical care …,49.0,12,217,"/scholar?cites=278469048728675294&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8439671/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8439671/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D210%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=3uNp2h9S3QMJ&ei=O6c0Y-65NojaygS29LHABw&json=","/scholar?q=related:3uNp2h9S3QMJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:3uNp2h9S3QMJ:scholar.google.com/&output=cite&scirp=216&hl=en,"""emergency department"" machine learning",0,0
199,200,LpydUsLTdIcJ,Prediction of emergency department hospital admission based on natural language processing and neural networks,: To describe and compare logistic regression and neural network modeling strategies to  predict hospital admission or transfer following initial presentation to Emergency Department (,zhang2017prediction,Methods of information in medicine,5,377--389,article,2017.0,Schattauer GmbH,… of information in …,56.0,67,218,"/scholar?cites=9760659123981884462&as_sdt=5,33&sciodt=1,33&hl=en",https://www.researchgate.net/profile/Xingyu-Zhang-4/publication/319142674_Prediction_of_Emergency_Department_Hospital_Admission_Based_on_Natural_Language_Processing_and_Neural_Networks/links/59a20c21aca2726b90166df0/Prediction-of-Emergency-Department-Hospital-Admission-Based-on-Natural-Language-Processing-and-Neural-Networks.pdf,https://www.thieme-connect.com/products/ejournals/html/10.3414/ME17-01-0024,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D210%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=LpydUsLTdIcJ&ei=O6c0Y-65NojaygS29LHABw&json=","/scholar?q=related:LpydUsLTdIcJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:LpydUsLTdIcJ:scholar.google.com/&output=cite&scirp=217&hl=en,"""emergency department"" machine learning",0,0
200,201,GFMsXdXu_WkJ,Using statistical and machine learning methods to evaluate the prognostic accuracy of SIRS and qSOFA,This retrospective study examined patient visits in Emergency Department (ED) with sepsis  related diagnosis. The outcome was 28-day in-hospital mortality. Using odds ratio (OR) and,gupta2018using,Healthcare Informatics Research,2,139--147,article,2018.0,Korean Society of Medical Informatics,Healthcare Informatics …,24.0,23,219,"/scholar?cites=7637523143248859928&as_sdt=5,33&sciodt=1,33&hl=en",https://synapse.koreamed.org/articles/1075884,https://synapse.koreamed.org/articles/1075884,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D210%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=GFMsXdXu_WkJ&ei=O6c0Y-65NojaygS29LHABw&json=","/scholar?q=related:GFMsXdXu_WkJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:GFMsXdXu_WkJ:scholar.google.com/&output=cite&scirp=218&hl=en,"""emergency department"" machine learning",0,0
201,202,kY0l2Os1QUIJ,A unified machine learning approach to time series forecasting applied to demand at emergency departments,[11] performed an analysis of monthly demand at an emergency department in regional  Victoria. They applied exponential smoothing and Box-Jenkins methods to five years worth of,vollmer2021unified,BMC Emergency Medicine,1,1--14,article,2021.0,BioMed Central,BMC …,21.0,23,220,"/scholar?cites=4774156367049362833&as_sdt=5,33&sciodt=1,33&hl=en",https://bmcemergmed.biomedcentral.com/articles/10.1186/s12873-020-00395-y,https://bmcemergmed.biomedcentral.com/articles/10.1186/s12873-020-00395-y,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D210%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=kY0l2Os1QUIJ&ei=O6c0Y-65NojaygS29LHABw&json=","/scholar?q=related:kY0l2Os1QUIJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:kY0l2Os1QUIJ:scholar.google.com/&output=cite&scirp=219&hl=en,"""emergency department"" machine learning",0,0
202,203,I-43PpoWxMcJ,A machine learning model for triage in lean pediatric emergency departments,"Emergency Department, based on Machine Learning models  Results are promising and  suggest that a Machine Learning  We believe Machine Learning can impact in a very beneficial",caicedo2016machine,,,212--221,inproceedings,2016.0,,Ibero-American Conference on …,,7,223,"/scholar?cites=14394655160707575331&as_sdt=5,33&sciodt=1,33&hl=en",https://www.researchgate.net/profile/William-Caicedo/publication/309150543_A_Machine_Learning_Model_for_Triage_in_Lean_Pediatric_Emergency_Departments/links/59f54dde0f7e9b553ebbee58/A-Machine-Learning-Model-for-Triage-in-Lean-Pediatric-Emergency-Departments.pdf,https://link.springer.com/chapter/10.1007/978-3-319-47955-2_18,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D220%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=I-43PpoWxMcJ&ei=cqo0Y4XRI6PcsQKBm6CIDg&json=","/scholar?q=related:I-43PpoWxMcJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:I-43PpoWxMcJ:scholar.google.com/&output=cite&scirp=222&hl=en,"""emergency department"" machine learning",0,0
203,204,E0IBnd4XHqEJ,Machine learning to predict in-hospital mortality in covid-19 patients using computed tomography-derived pulmonary and vascular features,(Mann–Whitney U test) and machine learning models (support vectors machines (SVM) and   unenhanced chest CT performed on emergency department admission were included after,schiaffino2021machine,Journal of personalized medicine,6,501,article,2021.0,MDPI,Journal of personalized …,11.0,6,227,"/scholar?cites=11609743134292001299&as_sdt=5,33&sciodt=1,33&hl=en",https://www.mdpi.com/2075-4426/11/6/501,https://www.mdpi.com/2075-4426/11/6/501,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D220%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=E0IBnd4XHqEJ&ei=cqo0Y4XRI6PcsQKBm6CIDg&json=","/scholar?q=related:E0IBnd4XHqEJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:E0IBnd4XHqEJ:scholar.google.com/&output=cite&scirp=226&hl=en,"""emergency department"" machine learning",0,0
204,205,5RoIfyQI6B8J,Assessing the Generalizability of a Clinical Machine Learning Model Across Multiple Emergency Departments,Emergency department protocol activation refers to our ED’s use of several standardized  documentation protocols for certain high-acuity situations such as ST-elevation myocardial,ryu2022assessing,"Mayo Clinic Proceedings: Innovations, Quality \& Outcomes",3,193--199,article,2022.0,Elsevier,"… : Innovations, Quality & …",6.0,0,228,,https://www.sciencedirect.com/science/article/pii/S2542454822000145,https://www.sciencedirect.com/science/article/pii/S2542454822000145,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D220%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=5RoIfyQI6B8J&ei=cqo0Y4XRI6PcsQKBm6CIDg&json=","/scholar?q=related:5RoIfyQI6B8J:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:5RoIfyQI6B8J:scholar.google.com/&output=cite&scirp=227&hl=en,"""emergency department"" machine learning",0,0
205,206,faEE1MSK7c4J,PREDICTION OF PATIENT ADMISSIONS TO EMERGENCY DEPARTMENT WARDS IN HOSPITALS USING A MACHINE LEARNING BASED APPROACH,for making necessary arrangements in the emergency department before the patient gets   gets admitted to the emergency department. The machine learning based model that is built,joseprediction,,,,article,,,,,0,231,,https://www.irjmets.com/uploadedfiles/paper/volume2/issue_5_may_2020/1327/1628083032.pdf,https://www.irjmets.com/uploadedfiles/paper/volume2/issue_5_may_2020/1327/1628083032.pdf,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D230%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=faEE1MSK7c4J&ei=uKs0Y6WaN6WTy9YPyqij-Ak&json=","/scholar?q=related:faEE1MSK7c4J:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:faEE1MSK7c4J:scholar.google.com/&output=cite&scirp=230&hl=en,"""emergency department"" machine learning",0,0
206,207,piveBfTtxKoJ,The Sydney Triage to Admission Risk Tool (START2) using machine learning techniques to support disposition decision-making,Emergency Department (ED) in-patient admission prediction model using machine learning   START2 extends this work by applying machine learning algorithms to the original dataset.,rendell2019sydney,Emergency Medicine Australasia,3,429--435,article,2019.0,Wiley Online Library,Emergency Medicine …,31.0,19,237,"/scholar?cites=12305221714209287078&as_sdt=5,33&sciodt=1,33&hl=en",,https://onlinelibrary.wiley.com/doi/abs/10.1111/1742-6723.13199,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D230%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=piveBfTtxKoJ&ei=uKs0Y6WaN6WTy9YPyqij-Ak&json=","/scholar?q=related:piveBfTtxKoJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:piveBfTtxKoJ:scholar.google.com/&output=cite&scirp=236&hl=en,"""emergency department"" machine learning",0,0
207,208,_zoT52sVNKoJ,Comparing machine learning with case-control models to identify confirmed dengue cases,"machine learning approaches to identify laboratory-confirmed dengue cases from 4,894  emergency department  In conclusion, the machine learning approach can facilitate medical and",ho2020comparing,PLoS neglected tropical diseases,11,e0008843,article,2020.0,"Public Library of Science San Francisco, CA USA",PLoS neglected …,14.0,20,238,"/scholar?cites=12264451238419184383&as_sdt=5,33&sciodt=1,33&hl=en",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0008843,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0008843,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D230%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=_zoT52sVNKoJ&ei=uKs0Y6WaN6WTy9YPyqij-Ak&json=","/scholar?q=related:_zoT52sVNKoJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:_zoT52sVNKoJ:scholar.google.com/&output=cite&scirp=237&hl=en,"""emergency department"" machine learning",0,0
208,209,E2c3d_1FSQIJ,A machine learning framework supporting prospective clinical decisions applied to risk prediction in oncology,We present a general framework for developing a machine learning (ML) tool that supports   for a near-term (60 day) emergency department (ED) visit who could potentially be eligible for,coombs2022machine,NPJ digital medicine,1,1--9,article,2022.0,Nature Publishing Group,NPJ digital …,5.0,0,239,,https://www.nature.com/articles/s41746-022-00660-3,https://www.nature.com/articles/s41746-022-00660-3,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D230%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=E2c3d_1FSQIJ&ei=uKs0Y6WaN6WTy9YPyqij-Ak&json=",,/scholar?hl=en&q=info:E2c3d_1FSQIJ:scholar.google.com/&output=cite&scirp=238&hl=en,"""emergency department"" machine learning",0,0
209,210,BKLpdhxDgh8J,Machine learning and improved quality metrics in acute intracranial hemorrhage by noncontrast computed tomography,"512 to 19 minutes 16 Aidoc, an FDA approved machine learning (ML) algorithm based on a   its impact on RTAT and hospital (emergency department [ED] and inpatient) length of stay (",davis2020machine,Current Problems in Diagnostic Radiology,,,article,2020.0,Elsevier,Current Problems in …,,6,240,"/scholar?cites=2270450951681319428&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S0363018820302085,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D230%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=BKLpdhxDgh8J&ei=uKs0Y6WaN6WTy9YPyqij-Ak&json=","/scholar?q=related:BKLpdhxDgh8J:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:BKLpdhxDgh8J:scholar.google.com/&output=cite&scirp=239&hl=en,"""emergency department"" machine learning",0,0
210,211,X-82BnF8IBsJ,Value of Machine Learning--based Coronary CT Fractional Flow Reserve Applied to Triple-Rule-Out CT Angiography in Acute Chest Pain,"most common reasons for presentation to the emergency department (ED). However, the   investigational artificial intelligence (AI) deep machine learning algorithm software (19), which",martin2020value,Radiology: Cardiothoracic Imaging,3,,article,2020.0,Radiological Society of North America,Radiology …,2.0,9,241,"/scholar?cites=1954699063156207455&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7978005/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7978005/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D240%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=X-82BnF8IBsJ&ei=Yq00Y7XVHdHsyASNjL-oDw&json=","/scholar?q=related:X-82BnF8IBsJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:X-82BnF8IBsJ:scholar.google.com/&output=cite&scirp=240&hl=en,"""emergency department"" machine learning",0,0
211,212,bIX0EUgzI-QJ,Development and assessment of an interpretable machine learning triage tool for estimating mortality after emergency admissions,Question How does an interpretable machine learning triage tool for estimating mortality  perform in a cohort of individuals admitted to the hospital from the emergency department,xie2021development,JAMA network open,8,e2118467--e2118467,article,2021.0,American Medical Association,JAMA network …,4.0,14,242,"/scholar?cites=16439039449464341868&as_sdt=5,33&sciodt=1,33&hl=en",https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2783549,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2783549,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D240%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=bIX0EUgzI-QJ&ei=Yq00Y7XVHdHsyASNjL-oDw&json=","/scholar?q=related:bIX0EUgzI-QJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:bIX0EUgzI-QJ:scholar.google.com/&output=cite&scirp=241&hl=en,"""emergency department"" machine learning",0,0
212,213,NCRMX_Tj4AQJ,Simulating the behavior of patients who leave a public hospital emergency department without being seen by a physician: a cellular automaton and agent-based framework,"In recent years, attention to machine learning techniques and computer simulations in   Early diagnosis of dementia from clinical data by machine learning techniques. Appl Sci",yousefi2018simulating,Brazilian Journal of Medical and Biological Research,,,article,2018.0,SciELO Brasil,Brazilian Journal of …,51.0,24,243,"/scholar?cites=351531409645249588&as_sdt=5,33&sciodt=1,33&hl=en",https://www.scielo.br/j/bjmbr/a/wCY5v8XLhfszW39vwTQHMYJ/?format=html&lang=en,https://www.scielo.br/j/bjmbr/a/wCY5v8XLhfszW39vwTQHMYJ/?format=html&lang=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D240%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=NCRMX_Tj4AQJ&ei=Yq00Y7XVHdHsyASNjL-oDw&json=","/scholar?q=related:NCRMX_Tj4AQJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:NCRMX_Tj4AQJ:scholar.google.com/&output=cite&scirp=242&hl=en,"""emergency department"" machine learning",0,0
